index	name	color
179	lh.7Networks_DorsAttn_Post_6	#007611
180	lh.7Networks_DorsAttn_Post_7	#007612
181	lh.7Networks_DorsAttn_Post_8	#007613
182	lh.7Networks_DorsAttn_Post_9	#007613
183	lh.7Networks_DorsAttn_Post_10	#007614
184	lh.7Networks_DorsAttn_FEF_1	#007615
185	lh.7Networks_DorsAttn_FEF_2	#00770f
186	lh.7Networks_DorsAttn_PrCv_1	#007710
187	lh.7Networks_SalVentAttn_ParOper_1	#c439fa
188	lh.7Networks_SalVentAttn_ParOper_2	#c439fb
189	lh.7Networks_SalVentAttn_ParOper_3	#c439fc
190	lh.7Networks_SalVentAttn_FrOperIns_1	#c43afa
191	lh.7Networks_SalVentAttn_FrOperIns_2	#c43afb
192	lh.7Networks_SalVentAttn_FrOperIns_3	#c43afc
193	lh.7Networks_SalVentAttn_FrOperIns_4	#c43afd
194	lh.7Networks_SalVentAttn_PFCl_1	#c43aff
195	lh.7Networks_SalVentAttn_Med_1	#c539fa
196	lh.7Networks_SalVentAttn_Med_2	#c539fb
197	lh.7Networks_SalVentAttn_Med_3	#c539fc
198	lh.7Networks_Limbic_OFC_1	#dcf8a4
199	lh.7Networks_Limbic_OFC_2	#dcf8a6
200	lh.7Networks_Limbic_TempPole_1	#dcf8a7
201	lh.7Networks_Limbic_TempPole_2	#dcf8a8
202	lh.7Networks_Limbic_TempPole_3	#dcf8a9
203	lh.7Networks_Limbic_TempPole_4	#dcf8aa
204	lh.7Networks_Cont_Par_1	#e69322
205	lh.7Networks_Cont_Par_2	#e69323
206	lh.7Networks_Cont_Par_3	#e69324
207	lh.7Networks_Cont_Temp_1	#e69325
208	lh.7Networks_Cont_OFC_1	#e69421
209	lh.7Networks_Cont_PFCl_1	#e69423
210	lh.7Networks_Cont_PFCl_2	#e69424
211	lh.7Networks_Cont_PFCl_3	#e69425
212	lh.7Networks_Cont_PFCl_4	#e69427
213	lh.7Networks_Cont_PFCl_5	#e69428
214	lh.7Networks_Cont_pCun_1	#e79422
215	lh.7Networks_Cont_Cing_1	#e79423
216	lh.7Networks_Cont_Cing_2	#e79424
217	lh.7Networks_Default_Temp_1	#cd3d4b
218	lh.7Networks_Default_Temp_2	#cd3d4d
219	lh.7Networks_Default_Temp_3	#cd3d4e
220	lh.7Networks_Default_Temp_4	#cd3d50
221	lh.7Networks_Default_Temp_5	#cd3d51
222	lh.7Networks_Default_Par_1	#cd3d52
223	lh.7Networks_Default_Par_2	#cd3d52
224	lh.7Networks_Default_Par_3	#cd3d53
225	lh.7Networks_Default_Par_4	#cd3d54
226	lh.7Networks_Default_PFC_1	#cd3e48
227	lh.7Networks_Default_PFC_2	#cd3e49
228	lh.7Networks_Default_PFC_3	#cd3e4a
229	lh.7Networks_Default_PFC_4	#cd3e4b
230	lh.7Networks_Default_PFC_5	#cd3e4d
231	lh.7Networks_Default_PFC_6	#cd3e4f
232	lh.7Networks_Default_PFC_7	#cd3e50
233	lh.7Networks_Default_PFC_8	#cd3e51
234	lh.7Networks_Default_PFC_9	#cd3e52
235	lh.7Networks_Default_PFC_10	#cd3e52
236	lh.7Networks_Default_PFC_11	#cd3e53
237	lh.7Networks_Default_PFC_12	#cd3e54
238	lh.7Networks_Default_PFC_13	#cd404e
239	lh.7Networks_Default_pCunPCC_1	#cd3e55
240	lh.7Networks_Default_pCunPCC_2	#cd404f
241	lh.7Networks_Default_pCunPCC_3	#cd4050
242	lh.7Networks_Default_pCunPCC_4	#cd4051
243	lh.7Networks_Default_PHC_1	#ce3d4f
